cell_type_1,cell_type_2,effect_size,p_value,mean_I_infected,mean_I_uninfected,delta_I,p_adj_fdr,significant
CD4-Tcell_TH17,Hematopoeitic_stem_cell,0.07162196543581108,0.0,0.07162196543581108,-0.07380276665147874,0.14542473208728982,0.0,True
CD8-Tcell_terminal,Neutrophil,-0.07142277301356245,0.0,-0.07142277301356245,0.031256216727629446,-0.1026789897411919,0.0,True
Myeloid_moDC-CXCL9/10,Thrombocyte,-0.07064291685229136,0.0,-0.07064291685229136,-0.05576962127526304,-0.014873295577028323,0.0,True
Myeloid_marginalzone,NK_ILC3,0.07037850392408089,0.0,0.07037850392408089,0.24889742931873507,-0.1785189253946542,0.0,True
Myeloid_cDC1,Thrombocyte,0.06897685146016248,0.0,0.06897685146016248,0.11198539235578872,-0.04300854089562624,0.0,True
CD4-Tcell_FH,Myeloid_moDC-CXCL9/10,0.0687055381456104,0.0,0.0687055381456104,0.2636802801989401,-0.19497474205332968,0.0,True
CD8-Tcell_effector,CD8-Tcell_naive,-0.06782208433468859,0.0,-0.06782208433468859,0.16207014629171018,-0.22989223062639877,0.0,True
Endothelial,Thrombocyte,0.0677531132340164,0.0,0.0677531132340164,0.16362496294683387,-0.09587184971281748,0.0,True
CD4-Tcell_cytotoxic,CD4-Tcell_naive,0.06770599791495178,0.0,0.06770599791495178,0.12733663259067135,-0.059630634675719565,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Myeloid_pDC,0.06762325060284188,0.0,0.06762325060284188,0.3192592812925571,-0.2516360306897152,0.0,True
Bcell_B1,NK_ILC3,0.06729005932868154,0.0,0.06729005932868154,0.1399505349812008,-0.07266047565251926,0.0,True
Fibroblast_mesothelial,NK_proliferating,-0.06522734787144623,0.0,-0.06522734787144623,-0.10640069345602901,0.041173345584582785,0.0,True
Myeloid_migratory,NK_proliferating,-0.06369885706541288,0.0,-0.06369885706541288,-0.019753101520737018,-0.04394575554467586,0.0,True
Endothelial,Neutrophil,0.0635708698043056,0.0,0.0635708698043056,0.2172083178825249,-0.1536374480782193,0.0,True
CD4-Tcell_naive,Hematopoeitic_stem_cell,0.06355078506554622,0.0,0.06355078506554622,-0.15071973641046124,0.21427052147600745,0.0,True
Bcell_B1,CD8-Tcell_early-active,0.06261469331723946,0.0,0.06261469331723946,0.14695884331538872,-0.08434414999814926,0.0,True
Bcell_B1,CD8-Tcell_naive,-0.0623093229932624,0.0,-0.0623093229932624,0.13237043038106316,-0.19467975337432558,0.0,True
CD8-Tcell_naive,Myeloid_moDC-CXCL9/10,-0.06114253155341974,0.0,-0.06114253155341974,0.23211934554497007,-0.2932618770983898,0.0,True
Fibroblast_mesothelial,Myeloid_Macrophage-CXCL9/10,-0.06018994789967135,0.0,-0.06018994789967135,-0.06664753447146929,0.006457586571797937,0.0,True
Bcell_GC,Fibroblast_mesothelial,0.060158896687450905,0.0,0.060158896687450905,-0.11606420556553929,0.1762231022529902,0.0,True
CD4-Tcell_TH17,Erythrocyte_precursor,0.060075850538678435,0.0,0.060075850538678435,-0.07687359433413422,0.13694944487281266,0.0,True
Myeloid_DC2,NK_ILC3,0.05997645946765051,0.0,0.05997645946765051,0.19735593336221813,-0.13737947389456762,0.0,True
CD4-Tcell_FH,CD8-Tcell_Gamma-Delta-CD8,0.05918162061023485,0.0,0.05918162061023485,0.4734432405937843,-0.41426161998354943,0.0,True
Bcell_B1,CD8-Tcell_Gamma-Delta-active,-0.05896125896017154,0.0,-0.05896125896017154,0.12873500948938776,-0.1876962684495593,0.0,True
Myeloid_Macrophage,Myeloid_moDC-CXCL9/10,-0.05827845885175592,0.0,-0.05827845885175592,0.1546209569954113,-0.21289941584716723,0.0,True
CD4-Tcell_cytotoxic,CD8-Tcell_naive,-0.05746147855485774,0.0,-0.05746147855485774,0.12124738697260234,-0.17870886552746007,0.0,True
Bcell_early,Neutrophil,-0.05645991571031389,0.0,-0.05645991571031389,0.06164060824264701,-0.1181005239529609,0.0,True
CD8-Tcell_Gamma-Delta-active,CD8-Tcell_terminal,-0.056107811150994794,0.0,-0.056107811150994794,0.3044041680415891,-0.3605119791925839,0.0,True
Fibroblast_mesothelial,Thrombocyte,-0.055837447673578705,0.0,-0.055837447673578705,-0.04965785530322556,-0.006179592370353142,0.0,True
CD4-Tcell_TH17,Fibroblast_mesothelial,0.05542050474645596,0.0,0.05542050474645596,-0.04052884503537267,0.09594934978182863,0.0,True
Mast-Cell,Myeloid_moDC-CXCL9/10,0.05497644275434241,0.0,0.05497644275434241,0.09570175460337213,-0.04072531184902972,0.0,True
Bcell_B1,Myeloid_DC2,0.05490741476365929,0.0,0.05490741476365929,0.2608742512286746,-0.2059668364650153,0.0,True
Myeloid_moDC,Neutrophil,0.054781941983442994,0.0,0.054781941983442994,0.2238845914141328,-0.1691026494306898,0.0,True
CD8-Tcell_proliferating,NK_proliferating,0.054604090997191324,0.0,0.054604090997191324,0.32437449078185787,-0.26977039978466655,0.0,True
Myeloid_pDC,Neutrophil,-0.05431309250925853,0.0,-0.05431309250925853,0.009347822355998436,-0.06366091486525696,0.0,True
CD4-Tcell_TH17,CD8-Tcell_terminal,0.05397909675301749,0.0,0.05397909675301749,0.4238785704163179,-0.3698994736633004,0.0,True
CD4-Tcell_TH1,Neutrophil,0.052973820391454235,0.0,0.052973820391454235,0.1531358792387239,-0.10016205884726967,0.0,True
CD4-Tcell_TH17,CD8-Tcell_naive,0.05189284003195066,0.0,0.05189284003195066,0.41288934159938684,-0.3609965015674362,0.0,True
Bcell_early,NK_proliferating,0.05174928125724443,0.0,0.05174928125724443,0.05278311338130318,-0.0010338321240587547,0.0,True
Bcell_GC,Mast-Cell,-0.05046891256323949,0.0,-0.05046891256323949,0.11778397362030238,-0.16825288618354187,0.0,True
Bcell_plasma,Myeloid_DC2,0.0500645036442255,0.0,0.0500645036442255,0.048654988846414254,0.0014095147978112482,0.0,True
CD8-Tcell_proliferating,Mast-Cell,-0.05004804581461941,0.0,-0.05004804581461941,0.2466931918462068,-0.2967412376608262,0.0,True
Bcell_memory,CD8-Tcell_Gamma-Delta-Il4,-0.04991917977277021,0.0,-0.04991917977277021,0.2047898716461655,-0.2547090514189357,0.0,True
Bcell_GC,CD4-Tcell_naive,-0.04931040514255715,0.0,-0.04931040514255715,0.17254172054566932,-0.2218521256882265,0.0,True
CD8-Tcell_early-active,NK_proliferating,-0.04895916216278874,0.0,-0.04895916216278874,0.05030072501471898,-0.09925988717750772,0.0,True
Myeloid_pDC,Thrombocyte,-0.048233033045957954,0.0,-0.048233033045957954,-0.06395005664880751,0.01571702360284956,0.0,True
Myeloid_DC2,Myeloid_migratory,0.04728151527443884,0.0,0.04728151527443884,0.20586039163241454,-0.15857887635797568,0.0,True
CD8-Tcell_Gamma-Delta-Il4,CD8-Tcell_naive,-0.04622077854116572,0.0,-0.04622077854116572,0.41752365853035,-0.46374443707151575,0.0,True
CD4-Tcell_naive,Endothelial,-0.045830781424177784,0.0,-0.045830781424177784,-0.05067704963160859,0.0048462682074308025,0.0,True
CD4-Tcell_TH1,CD8-Tcell_naive,-0.044448821566257235,0.0,-0.044448821566257235,0.27011718842366683,-0.31456600998992407,0.0,True
Mast-Cell,NK_proliferating,0.04400764150383778,0.0,0.04400764150383778,0.3546698998829133,-0.3106622583790755,0.0,True
CD8-Tcell_late-active,Fibroblast_mesothelial,-0.04382212486575591,0.0,-0.04382212486575591,-0.05958538418715716,0.015763259321401255,0.0,True
CD4-Tcell_TH1,CD8-Tcell_early-active,-0.04245477989420337,0.0,-0.04245477989420337,0.272587817544982,-0.3150425974391854,0.0,True
CD8-Tcell_effector,Thrombocyte,0.04188211801372471,0.0,0.04188211801372471,0.12882694500253986,-0.08694482698881514,0.0,True
CD4-Tcell_TH1,Fibroblast_mesothelial,-0.04161903116690093,0.0,-0.04161903116690093,-0.09246744181024737,0.050848410643346435,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Thrombocyte,-0.04148928484686633,0.0,-0.04148928484686633,-0.038280231267583315,-0.003209053579283014,0.0,True
CD8-Tcell_Gamma-Delta-Il4,Fibroblast_mesothelial,-0.04140263488258541,0.0,-0.04140263488258541,-0.0710091114860694,0.029606476603484,0.0,True
CD8-Tcell_Gamma-Delta-Il4,Neutrophil,0.041348197631170855,0.0,0.041348197631170855,0.056015593496583437,-0.014667395865412582,0.0,True
Bcell_plasma,CD8-Tcell_early-active,-0.0398190938066429,0.0,-0.0398190938066429,0.005002114736884699,-0.0448212085435276,0.0,True
Bcell_memory,NK_proliferating,-0.039368631568120455,0.0,-0.039368631568120455,0.026295309025851366,-0.06566394059397182,0.0,True
Hematopoeitic_stem_cell,Thrombocyte,0.03905461051821754,0.0,0.03905461051821754,0.25739293361202925,-0.2183383230938117,0.0,True
CD4-Tcell_naive,Erythrocyte,-0.03849459069093148,0.0,-0.03849459069093148,-0.12700251409980406,0.08850792340887259,0.0,True
CD4-Tcell_naive,CD8-Tcell_Gamma-Delta-Il4,0.037387373622879784,0.0,0.037387373622879784,0.4084646774512807,-0.3710773038284009,0.0,True
Fibroblast_mesothelial,Myeloid_DC2,0.037376057276958426,0.0,0.037376057276958426,-0.06607842432742358,0.103454481604382,0.0,True
Bcell_GC,NK_proliferating,0.03666362490402754,0.0,0.03666362490402754,0.1086580401912557,-0.07199441528722816,0.0,True
CD4-Tcell_FH,Mast-Cell,-0.03641157470615931,0.0,-0.03641157470615931,0.07222003737519855,-0.10863161208135785,0.0,True
Mast-Cell,Neutrophil_Elane,-0.036179965877666295,0.0,-0.036179965877666295,0.3294475317585593,-0.3656274976362256,0.0,True
CD8-Tcell_terminal,NK_proliferating,-0.03609195507354676,0.0,-0.03609195507354676,0.13072924315237458,-0.16682119822592134,0.0,True
Myeloid_cDC1,NK_ILC3,0.03542687642356338,0.0,0.03542687642356338,0.21420591969031516,-0.17877904326675179,0.0,True
Fibroblast_stromal,Neutrophil_Elane,0.03472673252425154,0.0,0.03472673252425154,0.3263714179995856,-0.29164468547533406,0.0,True
Mast-Cell,Myeloid_pDC,0.034086925823203655,0.0,0.034086925823203655,0.03936870739574896,-0.005281781572545302,0.0,True
Bcell_early,Fibroblast_mesothelial,0.03393278951136203,0.0,0.03393278951136203,-0.12958324824854356,0.16351603775990559,0.0,True
CD8-Tcell_proliferating,NK_ILC3,-0.03360929935826415,0.0,-0.03360929935826415,0.2495586833524885,-0.2831679827107526,0.0,True
Myeloid_pDC,NK_ILC3,0.03355708899411254,0.0,0.03355708899411254,0.14083884720259546,-0.10728175820848292,0.0,True
CD4-Tcell_TH1,CD4-Tcell_naive,0.03269224936008953,0.0,0.03269224936008953,0.26987529699036716,-0.23718304763027764,0.0,True
CD4-Tcell_naive,Myeloid_cDC1,-0.031321562287214916,0.0,-0.031321562287214916,0.023559558580607282,-0.054881120867822195,0.0,True
CD4-Tcell_naive,CD8-Tcell_Gamma-Delta-active,0.031001682103411844,0.0,0.031001682103411844,0.22725299355747067,-0.19625131145405883,0.0,True
Myeloid_Macrophage-CXCL9/10,NK_ILC3,0.03095965961633242,0.0,0.03095965961633242,0.2508472357731442,-0.2198875761568118,0.0,True
Fibroblast_piezo2,Myeloid_moDC-CXCL9/10,0.030773421314559384,0.0,0.030773421314559384,0.025239478725180325,0.0055339425893790595,0.0,True
CD8-Tcell_late-active,Thrombocyte,0.03073166711125193,0.0,0.03073166711125193,0.00981955528724001,0.02091211182401192,0.0,True
CD4-Tcell_TH1,Myeloid_moDC-CXCL9/10,0.03012228163836245,0.0,0.03012228163836245,0.2131812123687879,-0.18305893073042545,0.0,True
Bcell_plasma,Fibroblast_mesothelial,-0.029292031937249642,0.0,-0.029292031937249642,-0.033645309923703286,0.004353277986453644,0.0,True
CD4-Tcell_cytotoxic,Thrombocyte,0.028852630616666382,0.0,0.028852630616666382,0.16703928605773363,-0.13818665544106726,0.0,True
CD8-Tcell_proliferating,Myeloid_DC2,0.02854221286824246,0.0,0.02854221286824246,0.1291459151338919,-0.10060370226564944,0.0,True
Bcell_B1,Neutrophil_Elane,-0.028534377127293176,0.0,-0.028534377127293176,-0.07096337324388755,0.04242899611659437,0.0,True
Bcell_plasma,NK_proliferating,0.026976420149924782,0.0,0.026976420149924782,0.21294495507756322,-0.18596853492763843,0.0,True
Bcell_naive,Myeloid_DC2,0.026093302495189024,0.0,0.026093302495189024,0.2926653159207211,-0.26657201342553205,0.0,True
CD8-Tcell_Gamma-Delta-active,Thrombocyte,0.02507729773309183,0.0,0.02507729773309183,0.09426544905731218,-0.06918815132422035,0.0,True
Mast-Cell,Myeloid_migratory,0.02371463221261944,0.0,0.02371463221261944,-0.026861363841258208,0.05057599605387765,0.0,True
Myeloid_Macrophage,Neutrophil_Elane,-0.023537473826021862,0.0,-0.023537473826021862,0.2723741045212505,-0.29591157834727233,0.0,True
Bcell_memory,Myeloid_DC2,0.023178309050519437,0.0,0.023178309050519437,0.2569221112329686,-0.23374380218244917,0.0,True
CD8-Tcell_naive,Myeloid_DC2,-0.022518526297080177,0.0,-0.022518526297080177,0.15349049865628117,-0.17600902495336135,0.0,True
Hematopoeitic_stem_cell,Neutrophil_Elane,-0.02234803020803076,0.0,-0.02234803020803076,0.4226817826369748,-0.4450298128450056,0.0,True
Bcell_early,Neutrophil_Elane,0.021991207699918858,0.0,0.021991207699918858,0.027625422245408544,-0.005634214545489687,0.0,True
CD8-Tcell_Gamma-Delta-CD8,Myeloid_migratory,-0.0217827889072936,0.0,-0.0217827889072936,0.37606487672974465,-0.3978476656370382,0.0,True
Bcell_memory,CD4-Tcell_TH17,-0.021647525341070194,0.0,-0.021647525341070194,0.1953884476527506,-0.2170359729938208,0.0,True
Fibroblast_mesothelial,Neutrophil_Elane,0.021351941111174007,0.0,0.021351941111174007,-0.090891891360288,0.112243832471462,0.0,True
Fibroblast_piezo2,Neutrophil,0.02125064900478289,0.0,0.02125064900478289,0.1588376774068228,-0.13758702840203993,0.0,True
Bcell_memory,Neutrophil_Elane,-0.019586269706492198,0.0,-0.019586269706492198,0.0035690647327827688,-0.023155334439274967,0.0,True
Myeloid_migratory,NK_ILC3,0.017911328847230866,0.0,0.017911328847230866,0.10030159016816712,-0.08239026132093624,0.0,True
Erythrocyte_precursor,NK_ILC3,0.017278495501676448,0.0,0.017278495501676448,0.1777822010767991,-0.16050370557512264,0.0,True
Bcell_GC,Neutrophil_Elane,-0.01694364540158709,0.0,-0.01694364540158709,0.07201918933847523,-0.08896283474006232,0.0,True
Erythrocyte_precursor,Thrombocyte,0.01619124695215426,0.0,0.01619124695215426,0.24265602445418538,-0.22646477750203112,0.0,True
CD8-Tcell_Gamma-Delta-CD8,CD8-Tcell_proliferating,-0.015947977364147728,0.0,-0.015947977364147728,0.23036935864600144,-0.24631733601014916,0.0,True
CD4-Tcell_TH17,Neutrophil,0.01564996428836777,0.0,0.01564996428836777,0.060410666346987975,-0.044760702058620205,0.0,True
Erythrocyte_precursor,Mast-Cell,0.01259843653264087,0.0,0.01259843653264087,0.33171835256080173,-0.31911991602816087,0.0,True
Bcell_B1,CD4-Tcell_TH17,-0.01033319205443223,0.0,-0.01033319205443223,0.19008979450918184,-0.20042298656361407,0.0,True
CD8-Tcell_proliferating,Neutrophil_Elane,0.009693927496740265,0.0,0.009693927496740265,0.2798158384757862,-0.270121910979046,0.0,True
Neutrophil_Elane,Thrombocyte,-0.008061010355352246,0.0,-0.008061010355352246,0.18387317797789804,-0.1919341883332503,0.0,True
CD4-Tcell_TH17,CD8-Tcell_proliferating,0.007864102237760911,0.0,0.007864102237760911,0.2268579410970072,-0.21899383885924628,0.0,True
